lemma,HasProperty,MotivatedByGoal,CapableOf,NotUsedFor,HasFirstSubevent,Desires,InstanceOf,DerivedFrom,HasSubevent,RelatedTo,CausesDesire,MadeOf,SymbolOf,PartOf,EtymologicallyDerivedFrom,UsedFor,AtLocation,Synonym,IsA,Causes,TranslationOf
痛哭,,"哀,覺得難過,發洩,膜拜,被誤會,覺得失望",,,,,,,,,,,"傷心,難過",,,,悲痛,,,"眼淚,悲傷,淚眼汪汪",
痛苦,,"生病,失戀,失業,被打",,,,,,,哭,,"哭,大哭,死",,,,,,,,,"哭泣,難過,流淚,哭,想哭,憂鬱,傷心",
痛恨,,,,,,蟑螂,,,,,,,,,,,背叛,,,,
痛定思痛,,,,,,,,,,,,,,,,,,,,,
痛快淋漓,,,,,,,,,,,,,,,,,,,,,
痛快,,,,,,,,,,,升天,,,,,,,,,"暢快,爽快",
痛心疾首,,,,,,,,,,,,,,,,,,,,,
痛心,,"折磨自己,換絕情,難過",,,,,,,"失戀,心痛",,,,,,,,,,,,
痛切,,,,,,,,,,,,,,,,,,,,,
痛不欲生,,,,,,,,,,,,,,,,,,,,,
痛,,"受傷,跌倒",哭,,,,,,"哭,大叫,跌倒,擦藥",,哭,,,,,,拔奶頭毛,,警訊,"哭,吃藥,看醫生,大叫,不舒服,想哭,流淚,哭泣",
疏漏,,,,,,,,,,,,,,,,,,,,,
疏忽,,,,,,,,,,,,,,,,,,,,"火災,失敗,災難",
畫餅充飢,,,,,,,,,,,,,,,,,,,,,
琢磨不透,,,,,,,,,,,,,,,,,,,,,
猶豫,,"告白,點飲料,有對等付出,選菜,穿衣服",,,,,,,"想像後果,想要答案,懷疑,灰色地帶,納悶,思考",,,,,,,,,,,,
猶疑,,,,,,,,,,,,,,,,,,,,,
焦躁,,"上廁所,吃飯",,,,,,,,,"寫東西,咬嘴唇,四處走動,大叫,吃東西",,,,,,,,,"不安,不爽,手忙腳亂,想哭",
焦頭爛額,,,,,,,,,,/c/en/hemisphere,,,,,,,,,,,
焦慮,,"有事隱瞞,不開心,喝水,成績太爛,電話費爆掉,有壞事發生",,,,,,,"走來走去,聽音樂,不之所措,大哭,煩腦,半夜睡不著覺,無奈,心煩,找朋友傾訴,著急",,"大哭,跺腳",,,,,,,,,"失眠,掉頭髮,不安,抽菸,不爽,抽煙",
焦急,,,,,,,,,,,,,,,,,,,,,
焦炙,,,,,,,,,,,,,,,,,,,,,
焦灼,,,,,,,,,,,,,,,,,,,,,
焦心,,,,,,,,,,,,,,,,,,,,,
無懼,,,,,,,,,,,,,,,,,,,,,
無關緊要,,,,,,,,,,,,,,,,,,,,,
無禮,,,,,,,,,,,,,,,,,傲慢,,,,
無趣,,,,,,,,,"想睡覺,打電動,玩遊戲,聊天",,"大罵,離開,打三國",,,,,,,,"形容詞,感覺","沒有意義,發呆,疲乏,打哈欠",
無憂無慮,,"玩,人老",,,,,,,幸福,,,,,,,,社會新鮮人,,,"快樂,開心,覺得好",
無精打采,,,,,,,,,,,,,,,,,,,,,
無暇,,,,,,,,,,,,,,,,,,,,,
無愧於,,,,,,,,,,,,,,,,,,,,,
無愧,,,,,,,,,,,,,,,,,,,,,
無意義,,,,,,,,,,,,,,,,,,,,,
無辜,,,,,,出獄,,,,,,,,,,,,,,,
無聊,,沒事做,睡覺,,,睡覺,,,"看電視,睡覺,看書,上網,聽音樂,發呆,上ptt,玩電腦",,"睡覺,看電視,上ptt,看書,上網,逛街,打電動",,,,,,,,,"睡覺,看電視,想睡覺,上ptt,發呆,睡著,看書,想睡,打電動,玩電腦,上網",
無視,,,,,,,,,,,,,,,,,,,,,
無理,,,,,,,,,,,,,,,,,,,,生氣,
無望,,,,,,,,,,,,,,,,,,,,,
無情,,哈哈,,,,,,,,,,,,,,,,,,,
無從,,,,,,,,,,,,,,,,,,,,,
無常,,,,,,,,,,,,,,,,,,,,"不測,悲傷",
無能為力,,,,,,,,,無奈,,,,,,,,,,,"不高興,無助",
無能,,,,,,競爭,,,"無助,總統下台",,,,,,,,劉兆玄,,,"討厭總統,阿扁貪汙,愧咎,無力,不舉",
無益,,,,,,,,,,,,,,,,,,,,,
無效,,,,,,,,,,/c/en/jealousy,,,,,,,,,,,
無恥之尤,,,,,,,,,,,,,,,,,,,,,
無恥,,秘密外交,,,,,,,"a錢,偷東西",,生氣,,,,,,,,,"陳水扁,丟臉,下地獄",
無害,,,,,,,,,,,,,,,,,,,,,
無計可施,,,,,,,,,,,,,,,,,,,,,
無畏,,,大膽,,,,,,,,,,,,,,,,,,
無知,,"不想學習,書唸不夠,沒看新聞,整天上ptt,學太少,沒看書","可笑,自大,愚蠢",,,,,,,,犯罪,,,,,,,,病,"看新聞,冷漠,常犯錯,病痛,自省,想看真相,毀滅,快樂,麻煩,容易招人厭,緊張,災難,無憂,損失",
無法,,,,,,,,,無奈,,,,,,,,,,,,
無所謂,,,,,,變色片,,,,,,,,,,,,,,"不在意,不care,沒關係,有所謂",
無所適從,,,,,,,,,,,,,,,,,,,,"放聲大哭,不安,放手一駁",
無所措手足,,,,,,,,,,,,,,,,,,,,,
無奈何,,,,,,,,,,,,,,,,,,,,,
無奈,,"分手,哈哈,太委屈,被二一,被偷,想睡覺,被打壓",哭哭,,,,,,"嘆氣,無助",,,,,,,,,,"情緒,心情","生氣,放推,躲到角落劃圈,一肚子氣,想出去逛大街,想大吃大喝",
無味,,,,,,,,,,,,,,,,,,,,,
無足輕重,,,,,,,,,,,,,,,,,,,,,
無言以對,,,,,,,,,"不語,傻眼",,,,,,,,,,,,
無助,,,,,,,,,"哭泣,很徬徨,傷心難過,沒有判斷力",,"一個人靜一靜,發瘋,找爸媽",,,,,,,,心態,"心情低落,放棄想法,無力,心痛,找人陪,求助,需要幫助,需要愛",
無地自容,,,,,,,,,,,,,,,,,,,,,
無用,,,,,,,,,,,,,,,,,"沒錢,政治",,,,
無可奈何,,,,,,,,,,,,,,,,,,,,"寫作業,無奈",
無力回天,,,,,,,,,,,,,,,,,,,,,
無力,,睡覺,改變他人想法,,,,,,"翻白眼,生病",,,,,,,,,,,,
渾然不知,,,,,,,,,,,,,,,,,,,,,
渴望,"慾望,強大,願望,動力源,心理,不絕,危險,大家都會有,重要,慾",,,,,,,,,"/c/en/long_for,/c/en/long,/c/en/crave,/c/en/crave,/c/en/thirst",,,,,,"肚子餓,求偶,睡覺,出去玩",目光,,幸福,"不滿足,愛",
渴盼,,,,,,,,,,,,,,,,,,,,,
渴念,,,,,,,,,,,,,,,,,,,,,
渴求,,,,,,,,,,,,,,,,,,,,,
殘暴,,,,,,,,,紅色,,,,,,,,,,,,
殘酷,,,,,,,,,,,,,,,,,戰爭,,,,
殘忍,,,,,,,,,,,,,,,,,,,"評語,心態,心理扭曲",,
款待,,,,,,,,,,,,,,,,,,,,,
欽羨,,,,,,,,,,,,,,,,,,,,,
欽佩,,,,,,,,,,,,,,,,,,,,,
欺,,,,,,,,,,,,,,,,,,,,,
椎心泣血,,,,,,,,,,,,,,,,,,,,,
棘手,,,,,,,,,,,,,,,,,,,,,
棒,,,,,,,,,,,,木頭,,,,,,,,,
期望,,,,,,,,,,,,,,,,,,,,"唸書,失望,好奇,責任",
期盼,,,,,,,,,,,,,,,,,心中,,,,
期待,,"上ptt,爬山",,,,,,,興奮,,,,,,,,心中,,"想望,奇模子,心情,盼望,態度","失望,興奮,興奮著,責任,等待,等待著,希望,熱情,好奇",
期求,,,,,,,,,,,,,,,,,,,,,
期,,,,,,,,,,,,,,,,,,,,,
朝思暮想,,,,,,,,,,,,,,,,,,,,,
智慧,,錢,,,,,,,人,,,經驗,,,,賺錢,"人,天才,心",,,"財富,錢財",
智障,"可憐,人生,後天,天生",大腦受傷,裝傻,,,"被欺負,變聰明,天才,沒有愛心的人,讀書",,,,,吐血,,,,,,靜宜大學,,"不幸,病,障礙,先天障礙,困難","想打他,被罵",
智缺,,,,,,掉進水溝,,,,,,,,,,,,,,,
景仰,,,,,,,,,,,,,,,,,,,,,
斯文掃地,,,,,,,,,,,,,,,,,,,,,
散漫,,,,,,,,,,,,,,,,,,,,,
敞開,,,,,,,,,,,,,,,,,,,,,
敞,,,,,,,,,,,,,,,,,,,,,
揮淚,,,,,,,,,,,,,,,,,,,,,
揪心,,,,,,,,,,,,,,,,,,,,,
揪人心肺,,,,,,,,,,,,,,,,,,,,,
揚揚得意,,,,,,,,,,,,,,,,,,,,,
揚揚自得,,,,,,,,,,,,,,,,,,,,,
揚眉吐氣,,,,,,,,,,,,,,,,,,,,,
插嘴,,,,,,,,,,,,,,,,,,,,厭惡,
提防,,,,,,,,,,,,,,,,,,,,,
提心吊膽,,,,,,,,,,,,,,,,,,,,,
慨歎,,,,,,,,,,,,,,,,,,,,,
慨然,,,,,,,,,,,,,,,,,,,,,
慨,,,,,,,,,,,,,,,,,,,,,
愣神兒,,,,,,,,,,,,,,,,,,,,,
愣神,,,,,,,,,,,,,,,,,,,,,
愣住,,,,,,,,,,,,,,,,,,,,,
愣,,,,,,,,,,,,,,,,,,,,,
愜意,,,,,,,,,,,,,,,,,,,,,
愕然,,,,,,,,,,,,,,,,,,,,,
愉悅,,,,,,,,,"跳舞,唱歌",,"唱歌,擁抱,跳舞",,,,,,,,,"萬事如意,唱歌,開心,傻笑",
愉快,,,,,,,,,大笑,,,,,,,,,,,"快樂,微笑,大笑,笑,開心",
愉,,,,,,,,,,,,,,,,,,,,,
惶遽,,,,,,,,,,,,,,,,,,,,,
惶惶然,,,,,,,,,,,,,,,,,,,,,
惶惶不可終日,,,,,,,,,,,,,,,,,,,,,
惶惶,,,,,,,,,,,,,,,,,,,,,
惶惑,,,,,,,,,,,,,,,,,,,,,
惶恐不安,,,,,,,,,,,,,,,,,,,,,
惶恐,,,,,,,,,,,,,,,,,,,,看csi,
惶,,,,,,,,,,,,,,,,,,,,,
惴惴不安,,,,,,,,,,,,,,,,,,,,,
惴惴,,,,,,,,,,,,,,,,,,,,,
惱羞成怒,,,,,,,,,臉紅脖子粗,,打人,,,,,,,,,"揚長而去,甩老公一巴掌,抓狂,打人",
惱恨,,,,,,,,,,,,,,,,,,,,,
惱怒,,,,,,,,,,,,,,,,,,,,,
惱火,,,,,,,,,,,,,,,,,,,,,
惱,,,,,,,,,,,,,,,,,,,,,
惡夢,,,,,,,,,,,,,,"真實意識,現實不滿,潛意識",,,,,,"驚醒,害怕,後遺症,厄運,驚嚇,緊張,失眠,嚇一跳,恐懼,想哭,睡不飽",
惡運,,,,,,,,,,,,,,,,,,,,"衰事,花前,倒楣,傷心",
惡意,,,,,,,,,"打人,罵人,哭,咆哮,摑人",,,"邪惡,小人,壞心情",,,,,,,,,
惡鬥,,,,,,,,,,,,,,,,,,,,,
惡臭,,,,,,,,,,,,,,,,,,,,"不爽,昏倒",
惡耗,,,,,,,,,,,,,,,,,,,,,
惡狠狠,,,,,,,,,,,,,,,,,,,,,
惡毒,,,,,,,,,,,,,,,,,,,,,
惡性,,,,,,,,,,,,,,,,,,,,,
惡言,,,,,,,,,,,,,,,,,,,,,
惡劣,,,,,,,,,,,,,,,,,,,,"委屈,找人理論,反擊,生氣,不爽",
惡化,,,,,,,,,,,,,,,,,,,,,
惡人,,,,,,"鬼,賭博,更壞的人,犯罪,大哥,好人,美女,壞人,流氓,無膽,老大,錢",,,,,,,,,,,,,,"被關,不赦,住在惡人谷",
惡,,,,,,,,,,,,,,,,,,,,,
悶頭兒,,,,,,,,,,,,,,,,,,,,,
悶悶地,,,,,,,,,,,,,,,,,,,,,
悶悶不樂,,,,,,,,,,,,,,,,,,,,憂鬱,
悶氣,,,,,,,,,,,,,,,,,,,,,
悶倦,,,,,,,,,,,,,,,,,,,,,
悶,,"失戀,無聊,被罵",,,,,,,"上網,看笨版,難過",,"吹冷氣,大叫,打人,聽音樂,看電視,出去玩,抽菸,曬太陽,罵人,跑步,運動,吃飯",,鬱卒,,,,,,料理方式,"想睡覺,生氣,聽歌,上網聊天,出去玩,吃甜食,想自閉,打球去",
悲鬱,,,,,,,,,,,,,,,,,,,,,
悲觀,,"更謹慎行事,不要樂極生悲",,,,,,,,,,,,,,,失業,,,"苦悶,不幸,大發雷霆",
悲歡,,,,,,,,,,,,,,,,,,,,,
悲歎,,,,,,,,,,,,,,,,,,,,,
悲憫,,,,,,,,,,,,,,,,,,,,,
悲憤填膺,,,,,,,,,,,,,,,,,,,,,
悲憤,,落榜,,,,,,,,,,,,,,,,,,硬起來,
悲慼,,,,,,,,,,,,,,,,,,,,,
悲劇,,,,,,,,,車禍,,哭,,,,,鼻孔,,,"劇,戲劇類型","想哭,哭哭,難過,傷心,哭泣,悲傷",
悲慟,,,,,,,,,,,,,,,,,,,,,
悲慘,,,,,,,,,,,,,,,,,,,,,
悲愴,,,,,,,,,,,,,,,,,,,,自殺,
悲愁,,,,,,,,,,,,,,,,,,,,,
悲傷欲絕,,,,,,,,,,,,,,,,,,,,,
悲傷,,"難過,失戀",,,,,,,"哭,哭泣,難過,大哭,睡覺",,"哭泣,唱歌,哭",,難過,,,,,,情緒,"哭泣,流淚,難過,想哭,哭,唱歌,憂鬱",
悲痛欲絕,,,,,,,,,,,,,,,,,,,,,
悲痛,,失戀,,,,,,,大哭,,,,,,,,回憶,,,"哭泣,難過,傷心,哭,大哭,痛哭",
悲喜交集,,,,,,,,,,,,,,,,,,,,,
悲喜,,,,,,,,,,,,,,,,,,,,,
悲淒,,,,,,,,,,,,,,,,,,,,,
悲涼,,,,,,,,,,,,,,,,,,,,,
悲情,,,,,,,,,,,,,,,,哭訴,,,,,
悲悽,,,,,,,,,,,,,,,,,,,,,
悲悼,,,,,,,,,,,,,,,,,,,,,
悲苦,,,,,,,,,,,,,,,,,,,,,
悲哀,"難過,難免,難過的,不好,沮喪,低落的,辛酸,哀傷,情緒,不開心,憂鬱,傷心,心情",,,,,,,,"哭泣,哭哭,車禍,無助",,,,,痛苦,,,,,"感嘆辭,形容詞,情緒","難過,傷心,流眼淚,悲傷,髒話",
悲泣,,,,,,,,,,,,,,,,,,,,,
悲壯,,,,,,,,,,,,,,,,,,,,,
悲天憫人,,,,,,,,,,,,,,,,,,,,,
悲切,,,,,,,,,,,,,,,,,,,,,
悲,,,,,,,,,,,,,,,,,,,,,
復仇,,,,,"下定決心,準備好",愛情,,,,,,,,,,,背叛,,,殺人,
就緒,,,,,,,,,,,,,,,,,,,,,
尋歡作樂,,,,,,,,,,,,,,,,,,,,,
尊嚴,,,,,,,,,國旗,,,"愛自己,成就,自重,讚美,自信",,,,,心裡,,,,
尊榮,,,,,,,,,,,,,,,,,,,,,
尊敬,,,,,,,,,,,,,,女神,,,,,心態,,
尊貴,,,,,,,,,,,,,,,,,,,,,
尊重,,和平,,,,,,,,,,,,,,尊重別人意見,,,莊敬,,
寒磣,,,,,,,,,,,,,,,,,,,,,
寒酸,,,,,,,,,,,,,,,,,,,,,
寒心,,,,,,,,,,,,,,,,,,,,,
富裕,,快樂,,,,,,,,,,,,,,,,,,,
富有,,"有錢,中樂透,知足,房子,努力,老爸有錢",,,,,,,錢,,"吃大餐,買東西","成功,快樂",,,,,,,"成就,代名詞","快樂,開心,貪婪,迷失,賭博,購物,不珍惜錢,敗家,有錢,殺身之禍,自私,花錢,首富的稱號,節儉,羨慕的眼神",
報復,,,,,,,,,,,,,,,,,,,,怨恨,
報仇,,無故被罵,,,計劃好,,,,,,,,,,,,,,,,
堪憂,,,,,,,,,,,,,,,,,,,,,
單獨,,,,,,,,,,,,,,,,,,,,,
喪權辱國,,,,,,,,,,,,,,,,,,,,,
喪禮,,,,,,,,,"送花,哭,哭泣,很難過,燒香,拜拜",,哭泣,,,,,,,,,"悲傷,難過,出殯,哭泣,苦痛",
喪膽,,,,,,,,,,,,,,,,,,,,,
喪魂落魄,,,,,,,,,,,,,,,,,,,,,
喪盡,,,,,,,,,,,,,,,,,,,,,
喪偶,,,,,,,,,,,哭泣,,,,,,,,,,
喪氣,,,,,,,,,,,,,,,,,,,,,
喪志,,,,,,,,,,,,,,,,,,,,沒強烈興趣,
喪生,,,,,,,,,,,,,,,,,,,,,
喪失,,,,,,,,,,,,,,,,,,,,,
喪心,,,,,,,,,,,,,,,,,,,,,
喟歎,,,,,,,,,,,,,,,,,,,,,
喝采,,,,,,,,,,,,,,,,,,,,,
喜歡,,"愛,高興","跳舞,唱歌",,,,,,親親,,,,,,,,,,感覺,"愛,快樂,開心,交往,在一起,買下來,想要,告白,愛情,結婚,暗戀,討厭,戀愛,親親,養寵物,唱歌,愛你,放手,生氣,購買,跳舞,追求",
喜慶,,,,,,,,,"鞭炮聲,吃湯圓,放鞭炮",,,,,,,,,,,,
喜劇,,,,,,,,,"大笑,開心,快樂,微笑,歡笑,高興,很high,愉快",,"笑,顆顆笑,大笑",,,,,,,,娛樂,"大笑,笑,愉悅,哈哈大笑",
喜極而泣,,"拿金牌,很開心,開心",,,,,,,"哭泣,流淚,掉眼淚",,,,,,,,,,,"流眼淚,哭泣,落淚,想哭,會哭,淚水",
喜新厭舊,,,,,,,,,,,,,,,,,,,,,
喜愛,,,,,,,,,,,,,,,,,,,,,
喜滋滋,,,,,,,,,,,,,,,,,,,,,
喜從天降,,,,,,,,,,,,,,,,,,,,,
喜笑顏開,,,,,,,,,,,,,,,,,,,,,
喜氣洋洋,,,,,,,,,,,,,,,,,,,,,
喜氣,,,,,,,,,"紅色,結婚,紅包",,,,"幸福,開心,勝利,快樂,好,好事,精力旺盛,永恆,讚,婚禮,洋洋,小孩,紅色",,,,,,,,
喜悅,,,,,,,,,"微笑,快樂,畢業,笑",,"大笑,分享,吃飯",開心,快樂,,,,感謝,,"心情,美麗,快樂","快樂,跳舞,高興,開心,喜歡,悲傷,微笑,失望,朋友",
喜宴,,,,,,,,,,,大吃大喝,,,,,,,,,"喝醉,滿地垃圾",
喜眉笑眼,,,,,,,,,,,,,,,,,,,,,
喜洋洋,,,,,,,,,,,,,,,,,,,筆,,
喜怒無常,,脾氣不好,,,,,,,,,,,,,,,,,,,
喜怒哀樂,,,,,,,,,,,,,,,,,性情,,,,
喜性,,,,,,,,,,,,,,,,,,,,,
喜沖沖,,,,,,,,,,,,,,,,,,,,,
喜形於色,,,,,,,,,,,,,,,,,,,,,
喜好,,,,,,,,,,,,,,,,,就業機會,,,買了蛋糕,
喜出望外,,,,,,,,,,,,,,,,,,,,,
喜不自勝,,,,,,,,,,,,,,,,,,,,,
喜上眉稍,,,,,,,,,,,,,,,,,,,,,
喜上眉梢,,,,,,,,,,,,,,,,,,,,,
喜,,樂,,,,,,,,,,,,,,,情緒,,,笑,
喘噓噓,,,,,,,,,,,,,,,,,,,,,
喘喘氣,,,,,,,,,,,,,,,,,,,,,
喘氣,,"跑步,運動,運動後,喝水,打球",,,張口,,,,"累,胸部起伏,大口呼吸,想喝水,很難呼吸,呼吸,想休息",,,,,,,,,,,"暈倒,胸部起伏,好辛苦,好累,好喘,休息,想喝水",
喘息,,,聲音,,,,,,待在原地,,,,,,,,,,,,
喘,,跑步,,,,,,,呼吸急促,,,,,,,,,,,休息,
善意,,,,,,,,,捐錢,,,,,,,,兩岸,,,騙人,
善良,,"男朋友,人愛,人緣,女人緣,愛情,朋友,氣質",仁慈,,,,,,"白色,好人",,,,,,,,,,吸引力,"美麗,美女,好人緣,幫助人,很多人追,愛,做善事,幸運,有好報,錢財,受歡迎,有愛心,朋友,溫暖",
善心,,和平,器官捐贈,,,被弄壞,,,,,,,,,,災後重建,,,,行善,
啼饑號寒,,,,,,,,,,,,,,,,,,,,,
啼笑皆非,,,,,,,,,,,,,,,,,,,,,
啼哭,,,,,,,,,,,,,,,,,,,,,
啼,,,,,,,,,,,,,,,,,,,,,
博學,,,,,,,,,老師,,,,,,,,,,,"上台大,多文",
博愛,,,,,,,,,,,,,,,,,,,,,
勞累,,,,,"喝蠻牛,洗洗臉,喝咖啡,休息,睡覺",睡覺,,,睡覺,,"睡覺,殺人",,,,,,,,,"睡覺,睡著,想睡覺,打瞌睡,愛困,癱瘓,吃b群,得病,想休息,無力,變瘦,癱軟",
勞乏,,,,,,,,,,,,,,,,,,,,,
勝過,,,,,,,,,,,,,,,,,,,,,
勝利,,,,,,虛榮心,,,"國旗,兄弟象贏,比賽",,"想哭,哭","努力,堅持",,,,,光榮,,,"喜極而泣,榮譽,很高興,冠軍,快樂,歡欣鼓舞,喜悅,金牌,開心,驕傲",
創傷,,,,,,,,,,,,,,,,,,,,,
剩女,,,,,,,,,,,,,,,,,,,,,
凱旋,,,,,,,,,,,,門,,,,,,,,,
最佳,,,,,,,,,,,,,,,,,,,,,
最好,,,,,,,,,,,,,,,,,,,,,
備感,,,,,,,,,,,,,,,,,,,,,
麻煩,,,,,,,,,小孩,,,,,,,,,,,"覺得麻煩,轉機",
麻木,,,,,,,,,,,,,,,,,,,,,
雀躍,,"心情好,吃的好,身體好,快樂,考很好,養小黑",,,,,,,微笑,,,,,,,,,,心情,"大笑,跳起來,開心,唱歌,熱舞",
陶醉,,,,,,,,,,,,,,,,,聽歌,,,,
陶然,,,,,,,,,,,,,,,,,,,,,
陳腐,,,,,,,,,,,,,,,,,,,,,
陰鬱,,,,,,,,,,,,,,,,,,,,,
陰暗,,,,,,陽光,,,黑色,,,,,,,,,,,想睡覺,
陰森,,,,,,,,,,,,,,,,,,,,"恐怖,鬧鬼,憂鬱",
陰沉,,,,,,,,,,,,,,,,,,,,,
閉口無言,,,,,,,,,,,,,,,,,,,,,
野蠻,,,,,,,,,,,,,,,,,,,,,
造反,,有權,,,,,,,,,,,,,,,,,,,
速懶叫,,,,,,,,,,,,,,,,,,,,,
逝世,,,,,,,,,,,哭,,,,,,,,,想太多,
逗趣,,,,,,,,,,,,,,,,,,,,,
逗弄,,,,,,,,,,,,,,,,,,,,,
逍遙自在,,,,,,,,,,,,,,,,,,,,,
軟弱無力,,,,,,,,,,,,,,,,,,,,,
軟弱,,,,,,,,,,,,,,,,,,,,"思念,找人陪",
赧顏,,,,,,,,,,,,,,,,,,,,,
赧然,,,,,,,,,,,,,,,,,,,,,
責備,,,,,,"被誤會,反駁",,,,,,,,,,,,,,痛苦,
責怪,,,,,,,,,,,,,,,,,,,,,
貪戀,,,,,,,,,,,,,,,,,,,,,
貪慾,,,,,,,,,,,,,,,,,,,,,
貪圖,,,,,,,,,,,,,,,,,,,,,
貪婪,,,,,,,,,人,,有錢,,,,,,,,,"a錢,慾望,忌妒,水災,坐牢,犯法,自我毀滅,破產,詐騙,厄運,地震,恐懼,想犯罪,不幸,命案,失敗,懶惰,海嘯,火災,災害,腐敗",
貪念,,,,,,,,,,,,,,,,,,,,貪汙,
貪求,,,,,,,,,,,,,,,,,,,,,
貪污,,錢,"被判刑,被起訴",,"無羞恥心,跑路",,,,"民意代表,收錢",,河蟹,政治人物,,,,,阿扁,,"享受,強迫症,墜,幸福","被關,坐牢,入獄,公憤,腐敗,有醜聞,賺大錢,怒,沒人格,被捕,遭偵辦,阿扁被關,被告",
貪汙,,錢,,,,,,,"不爽,人民公憤,請他下台,總統,吃官司",,,,,,,,市長,,陳水扁,"去,親友唾棄,痛恨馬英九,財源廣進,殺人,紅杉軍反攻,經濟大衰退,靠,吃勞飯,群眾激怒",
貪生,,,,,,,,,,,,,,,,,,,,,
貪心,,,,,,,,,,,,,,,,,,,,"災難,不幸,不滿足,報應,傷心,惡運,厄運,死亡,高血壓,倒楣的事,貧窮,難過,反效果,嫉妒,成長的力量,陷害,受騙,多疑,得不償失,追求的動力,阿扁貪汙,不好的結局,作惡的心態,偷竊,壞下場,有錢,危險,噩運,心臟病,忌妒,災禍,霉運,別人討厭,前科,慾望,殺害,討人厭",
貪,,,,,,錢,,,,,,,,,,,,,"人性,病","不愉快,負面影響,破產,邪念,厭惡,窮,失和,犯罪行為,討厭,不好示範,仇恨,欲望,爭執",
貧賤,,,,,,,,,,,,,,,,,,,,,
貧窮,,,"不搶劫,便有錢,努力工作,少用錢,脫離貧窮",,,"侮辱,疾病,雪上加霜",,,,,"賺錢,哭,有錢,努力賺錢,去賺錢",,,,,,戰火,,,"難過,戰爭,疾病,沒錢,不足,動亂,怨天尤人,沒錢花,潦倒,痛苦,奮發圖強,工作",
貧病,,,,,,,,,,,,,,,,,,,,,
貧苦,,,,,,,,,,,,,,,,,,,,,
貧困,,,,,,,,,,,,,,,,,,,,"挫敗,鬥志,想認真念書,成長,疾病,死亡",
許諾,,,,,,,,,,,,,,,,,,,,,
設防,,,,,,,,,,,,,,,,,,,,,
訝異,,,,,,,,,,,,,,,,,,,,呆愣木訥,
處變不驚,,,,,,,,,,,,,,,,,,,,,
處罰,,偷懶,,,,"打罵,同情,鞭打",,,"水桶,被打",,,,,,,,菸害防制法,,,,
處之泰然,,,,,,,,,,,,,,,,,,,,,
莞爾,,,,,,,,,,,,,,,,,,,,,
莊嚴,,,,,,,,,,,,,,,,,聖嚴法師,,,,
聊以解嘲,,,,,,,,,,,,,,,,,,,,,
聊以自慰,,,,,,,,,,,,,,,,,,,,,
羞澀,,,,,,,,,,,,,,,,,社會新鮮人,,,,
羞憤,,,,,,,,,,,,,,,,,,,,,
羞與為伍,,,,,,,,,,,,,,,,,,,,,
羞慚,,,,,,,,,,,,,,,,,,,,,
羞愧,,,,,,,,,臉紅,,臉紅,,,,,,/c/en/mecklenburgische_seenplatte/n/district,,,"生氣,想撞牆",
羞答答,,,,,,,,,,,,,,,,,,,,,
羞羞答答,,,,,,,,,,,,,,,,,,,,,
羞辱,,,,,,,,,,,,,,,,,,,,,
羞恥,,,,,,,,,,,挖洞往裡面鑽,,,,,,,,感覺,,
羞怯,,,,,,,,,,,,,,,,,,,,,
羞人答答,,,,,,,,,,,,,,,,,,,,,
羞人,,,,,,,,,,,,,,,,,,,,,
羞,,,,,,,,,,,,,,,,,,,,,
細心,,"女朋友,錢,名利,安全,小心,閃光",,,,,,,,,,,,,,買材料,手藝,,,,
累死,,爬山,,,,,,,,,,,,,,,,,,,
累人,,,,,,,,,,,,,,,,,,,,,
累,,,睡覺,,"休息,睡覺",睡覺,,,"睡覺,休息,想睡覺,聽音樂",,"睡覺,休息",,,,,,,,,"睡覺,想睡覺,休息,想睡,打瞌睡,睡著,睏",
粗魯,,,,,,,,,,,,,,,,,,,,,
粗暴,,,,,,,,,,,,,,,,,,,,,
粗野,,,,,,,,,,,,,,,,,,,,,
粗俗,,,,,,,,,,,,,,,,,,,,,
粗心,,,,,,,,,有人跌倒,,,,,,,,,,壞習慣,"失誤,後悔,受傷,難過,意外,慘劇,每況愈下,傷害,被罵,大意外,撞到,生氣,遺失物品,丟東西,心血管疾病,損失,責罵,零分,被騙,錯過,不小心,大意,危險,成績下滑,血管堵塞,誤會,不可靠,失敗,心臟肥大,遺憾",
笨蛋,笨,,"傻笑,發呆,耍笨,傻,睡覺,耍白痴,跌倒,上ptt,裝傻,說錯話,隨便亂說話",,,"考試,天才,老師,變聰明,白痴,蟑螂,錢,聰明人",,,,,,"白目,白痴,傻笑,愚蠢行為","傻,愚蠢,傻瓜",,,,笨板有,,"病,罵人的話","生氣,變聰明,大笑,抓狂,被笑,頭痛,災難",
笨拙,,,,,,,,,,,,,,,,,,,,,
笨手笨腳,,,,,,,,,,,,,,,,,,,,,
笨,,照相,,,,,,,"被罵,小豬",,,,,,,,男人,,,"蠢,白痴,豬頭,覺得蠢,可愛,摔倒,你考0分,幸福,想哭,煩惱,不懂舉一反三,無憂無慮",
窒礙,,,,,,,,,,,,,,,,,,,,,
窒息,,,,,,,,,,,,,,,,,,,,死亡,
視為畏途,,,,,,,,,,,,,,,,,,,,,
硍,,,,,,,,,,,,,,,,,,,,,
眾怒,,,,,,,,,,,,,,,,,,,,,
眼饞,,,,,,,,,,,,,,,,,,,,,
眼熱,,,,,,,,,,,,,,,,,,,,,
